BeerID,Name,URL,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,UserId
8723,Captain Morgan Porter,/homebrew/recipe/view/216356/captain-morgan-porter,Brown Porter,37,20.82,1.074,1.019,7.32,57.57,16.44,11.36,60,1.136,35,N/A,Specific Gravity,extract,0.35,10,table sugar,8,
8724,Dreaded Koelsch #2,/homebrew/recipe/view/56370/dreaded-Koelsch-2,Koelsch,94,45.42,1.066,1.017,6.51,24.47,4.73,53,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,14477
8725,Mangifera! v2,/homebrew/recipe/view/250185/mangifera-v2,Fruit Beer,75,39.75,1.052,1.012,5.18,37.4,5.45,43.53,60,1.047,70,1.33,Specific Gravity,All Grain,N/A,18.33,forced carb,N/A,34454
8726,Rye ask Rye,/homebrew/recipe/view/122444/rye-ask-rye,American Pale Ale,10,20.82,1.059,1.014,5.97,41.39,11.5,26.5,60,1.047,74,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8727,Clone Punk IPA,/homebrew/recipe/view/294237/clone-punk-ipa,American IPA,7,20,1.057,1.012,5.81,54.81,4.06,23,60,1.049,75,3,Specific Gravity,All Grain,N/A,19,N/A,N/A,
8728,Independence Day,/homebrew/recipe/view/58726/independence-day,Imperial IPA,86,41.64,1.077,1.015,8.54,87.06,4.8,56.78,90,N/A,73,N/A,Specific Gravity,All Grain,1.25,20,N/A,N/A,1345
8729,Irish Red,/homebrew/recipe/view/190567/irish-red,Irish Red Ale,92,6,1.047,1.012,4.59,20.6,10.6,7.32,60,N/A,89,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8730,Homegrown APA,/homebrew/recipe/view/87403/homegrown-apa,American Pale Ale,10,18.93,1.051,1.012,5.1,45.83,8.05,28.39,60,1.034,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8731,Brett IPA,/homebrew/recipe/view/313738/brett-ipa,Brett Beer,33,37.85,1.078,1.02,7.7,38.47,7.73,45.42,60,1.065,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8732,May the schwarzbier with you,/homebrew/recipe/view/174987/may-the-schwarzbier-with-you,Schwarzbier,135,28.39,1.049,1.012,4.85,24.86,27.36,34.07,75,1.041,76,1.25,Specific Gravity,All Grain,1.75,8.89,Force in keg,12 PSI at 38F,29934
8733,*Flanders Red,/homebrew/recipe/view/272287/-flanders-red,Flanders Red Ale,71,20.82,1.061,1.012,6.35,16.79,13.65,27.44,90,1.046,65,1.33,Specific Gravity,All Grain,0.75,21.11,N/A,N/A,46720
8734,Kupa-piti,/homebrew/recipe/view/299686/kupa-piti,Australian Sparkling Ale,17,20.82,1.049,1.011,5.16,30.35,5.6,28.39,60,1.036,75,N/A,Specific Gravity,BIAB,1,19.44,N/A,N/A,10483
8735,AWESOME HOPSHOT ALE,/homebrew/recipe/view/94135/awesome-hopshot-ale,American Pale Ale,10,20.82,1.059,1.015,5.81,7.28,11.21,24.61,60,1.05,75,1.25,Specific Gravity,All Grain,N/A,21.11,N/A,N/A,
8736,FFATS Tire 5.0,/homebrew/recipe/view/71098/ffats-tire-5-0,American Amber Ale,4,20.82,1.056,1.014,5.56,25.31,15.16,30.28,60,1.039,72.5,1.5,Specific Gravity,All Grain,1,20,N/A,N/A,14460
8737,Black Butte Porter Clone,/homebrew/recipe/view/211905/black-butte-porter-clone,Robust Porter,129,13.25,1.059,1.02,5.18,33.14,27.08,17.03,60,1.046,70,1.5,Specific Gravity,All Grain,N/A,18.33,N/A,N/A,
8738,Barkshack Sparkling Gingermead,/homebrew/recipe/view/243412/barkshack-sparkling-gingermead,Dry Mead,57,3.79,1.085,1.021,8.35,0,3.42,3.79,15,1.085,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,46139
8739,Monty Python IPA,/homebrew/recipe/view/193499/monty-python-ipa,American IPA,7,15.14,1.057,1.01,6.12,57.73,14.49,22.71,60,1.038,55,1.2,Specific Gravity,All Grain,0.35,18.33,N/A,N/A,
8740,Dagmar Mocha Porter,/homebrew/recipe/view/199903/dagmar-mocha-porter,Robust Porter,129,20.82,1.054,1.014,5.14,61.04,35.36,9.46,60,1.118,35,N/A,Specific Gravity,Partial Mash,0.5,21.11,N/A,N/A,26409
8741,Punk Pale,/homebrew/recipe/view/190432/punk-pale,American Pale Ale,10,18.93,1.072,1.025,6.13,0,13.94,26.5,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8742,Beer No.4 - AngloAmerican wheatbeer,/homebrew/recipe/view/49137/beer-no-4-angloamerican-wheatbeer,Weizen/Weissbier,170,20,1.055,1.013,5.51,16.3,7.48,18,60,N/A,68,N/A,Specific Gravity,All Grain,N/A,19,Sugar,6g/500ml or 5.4g/450ml,
8743,[BUNKER 303] - [NORTH BY NORTHWEISS],/homebrew/recipe/view/247802/-bunker-303-north-by-northweiss-,Weizen/Weissbier,170,80,1.047,1.005,5.49,26.19,3.37,90,60,1.042,77.1,N/A,Specific Gravity,All Grain,N/A,21,N/A,N/A,
8744,Deschutes Fresh Squeezed Clone,/homebrew/recipe/view/436999/deschutes-fresh-squeezed-clone,American IPA,7,20.82,1.06,1.014,6.02,62.72,10.68,13.25,90,1.094,35,N/A,Specific Gravity,extract,0.35,19.44,N/A,N/A,
8745,#43 Red Rye IPA,/homebrew/recipe/view/325388/-43-red-rye-ipa,Specialty IPA: Red IPA,150,42,16.0879,4.1911,6.48,74.78,13.27,50,80,13.6,86,3,Plato,All Grain,0.35,18,N/A,N/A,
8746,Bridge across brewery filtered waters,/homebrew/recipe/view/243216/bridge-across-brewery-filtered-waters,Koelsch,94,20.82,1.054,1.013,5.27,23.37,4.63,24.61,90,1.045,35,N/A,Specific Gravity,extract,0.35,4.44,Bottle conditioning,3.5 oz,42592
8747,Irish Red,/homebrew/recipe/view/149039/irish-red,Irish Red Ale,92,51.1,1.058,1.014,5.79,22.5,7.13,54.89,60,1.054,75,1.5,Specific Gravity,All Grain,1,17.78,N/A,N/A,
8748,Hepne brygg #11,/homebrew/recipe/view/158256/hepne-brygg-11,Munich Helles,109,21,1.048,1.007,5.36,21.26,4.7,27,60,1.037,65,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,28509
8749,Pamplemousse Honey Wheat,/homebrew/recipe/view/189232/pamplemousse-honey-wheat,American Wheat or Rye Beer,15,18.93,1.055,1.012,5.62,0,0,18.93,60,N/A,75,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
8750,Yooper's House Pale Ale,/homebrew/recipe/view/234569/yooper-s-house-pale-ale,American Pale Ale,10,20.82,1.048,1.011,4.79,38.15,13.59,28.39,60,1.035,70,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8751,Saphir Wit,/homebrew/recipe/view/197979/saphir-wit,Witbier,175,25,12.4631,2.67663,5.23,16.38,7.45,32,75,9.8,65,2.3,Plato,All Grain,1,19,Dry Hop,N/A,40028
8752,Pamplemousse,/homebrew/recipe/view/189536/pamplemousse,Saison,134,18.93,1.066,1.017,6.48,0,4.38,24.61,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8753,Lady in Red Rye DIPA,/homebrew/recipe/view/32370/lady-in-red-rye-dipa,Imperial IPA,86,41.64,1.088,1.021,9.55,169.79,17.41,50.57,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,20,CO2,2.4,
8754,#0009 WIPA,/homebrew/recipe/view/275832/-0009-wipa,American IPA,7,25,15.5074,2.88366,6.83,76.35,4.9,31.8,60,12.3,80,3.5,Plato,All Grain,1,21,N/A,N/A,35279
8755,Sanders Saison 15 gal,/homebrew/recipe/view/255101/sanders-saison-15-gal,Saison,134,58.67,1.047,1.003,5.78,39.43,3.39,70.03,70,1.039,70,1.25,Specific Gravity,All Grain,1,17.22,N/A,4oz,22093
8756,Dogfish Head 60 Min IPA,/homebrew/recipe/view/144767/dogfish-head-60-min-ipa,American IPA,7,38,1.062,1.014,6.34,118.81,8.99,43,60,1.055,70,3,Specific Gravity,All Grain,N/A,18,N/A,N/A,
8757,"Hops of Housing - ""Pout"" - 1/31",/homebrew/recipe/view/160140/hops-of-housing-pout-1-31,American Stout,12,20.82,1.073,1.021,6.86,35.25,40,28.39,20,1.054,70,N/A,Specific Gravity,All Grain,1,18.33,N/A,N/A,19540
8758,American LIBERTY RyePA,/homebrew/recipe/view/121261/american-liberty-ryepa,American IPA,7,20.82,1.063,1.012,6.7,57.18,5.25,28.39,60,1.046,70,1.25,Specific Gravity,All Grain,1.25,18.33,N/A,N/A,
8759,Dubbel NO Seven,/homebrew/recipe/view/33718/dubbel-no-seven,Belgian Dubbel,22,19.87,1.068,1.014,7.12,55.06,25.33,15.14,60,N/A,35,N/A,Specific Gravity,extract,1,17.78,Corn Sugar,3/4 cup,
8760,IPA 2,/homebrew/recipe/view/40124/ipa-2,American IPA,7,9.46,1.078,1.022,7.39,323.07,7.09,15.14,90,N/A,75,N/A,Specific Gravity,All Grain,0.35,19.44,N/A,N/A,
8761,London Brown Ale,/homebrew/recipe/view/291009/london-brown-ale,Southern English Brown,143,20.82,1.042,1.014,3.7,8.02,26.22,28.69,60,1.03,75,1.25,Specific Gravity,All Grain,0.35,22.22,N/A,N/A,
8762,#15 Palinoia I,/homebrew/recipe/view/265689/-15-palinoia-i,American IPA,7,10,1.049,1.012,4.9,78.21,7.78,9,60,1.055,48,N/A,Specific Gravity,BIAB,N/A,19,N/A,N/A,32606
8763,Broke-Ass  Secksial Chockolatt,/homebrew/recipe/view/333795/broke-ass-secksial-chockolatt,Imperial Stout,87,19.87,1.099,1.025,9.76,56.27,50,24.61,60,1.08,73,1.25,Specific Gravity,All Grain,1.25,21.11,N/A,N/A,3811
8764,Big bitter,/homebrew/recipe/view/293874/big-bitter,British Strong Ale,36,22,1.067,1.018,6.46,51.37,15.01,28.5,60,1.052,75,2,Specific Gravity,All Grain,0.35,21,N/A,N/A,
8765,Powell Vegas Porter,/homebrew/recipe/view/17400/powell-vegas-porter,Brown Porter,37,18.93,1.054,1.017,4.85,38.34,34.33,22.71,60,N/A,75,N/A,Specific Gravity,extract,N/A,N/A,Priming Sugar,1 lb.,3233
8766,"zbieraj ?mieci, rb barli?ajny!",/homebrew/recipe/view/461053/,English Barleywine,63,9.5,21.5492,5.49843,8.96,62.2,19.04,5,50,14.8,70,N/A,Plato,Partial Mash,1,20,N/A,N/A,
8767,Tragatanga Brown,/homebrew/recipe/view/280071/tragatanga-brown,American Brown Ale,6,2500,1.057,1.013,5.74,34.89,15.24,2600,70,1.054,77,4,Specific Gravity,All Grain,0.35,18,N/A,N/A,
8768,Chimay Clone,/homebrew/recipe/view/215820/chimay-clone,Belgian Specialty Ale,25,18.93,1.078,1.018,7.97,41.02,11.9,26.5,90,1.056,70,1.25,Specific Gravity,All Grain,0.75,20,N/A,N/A,
8769,Galaxy Secret Imperial [PM],/homebrew/recipe/view/243229/galaxy-secret-imperial-pm-,Imperial IPA,86,21,1.079,1.015,8.3,115.99,10.09,16,60,1.103,70,N/A,Specific Gravity,Partial Mash,N/A,19,N/A,N/A,46204
8770,Ambleside Brrrr...,/homebrew/recipe/view/421428/ambleside-brrrr-,Old Ale,116,45.42,1.068,1.011,7.42,52.17,17.73,49.21,60,1.063,70,1.25,Specific Gravity,All Grain,0.35,21.11,N/A,N/A,
8771,Hive Heater Winter Ale 2012,/homebrew/recipe/view/191553/hive-heater-winter-ale-2012,Holiday/Winter Special Spiced Beer,85,18.93,1.083,1.021,8.11,0,25.07,22.71,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,35054
8772,Watermelon Wheat,/homebrew/recipe/view/234562/watermelon-wheat,Fruit Beer,75,7.57,1.05,1.012,4.92,16.66,7.29,9.46,60,1.04,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
8773,Citra/Amarillo Pale,/homebrew/recipe/view/191044/citra-amarillo-pale,American Pale Ale,10,20.82,1.05,1.013,4.94,0,7.19,28.39,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8774,Celebration Spice Ale,/homebrew/recipe/view/298570/celebration-spice-ale,Winter Seasonal Beer,174,20.82,1.087,1.024,8.32,59.4,19.24,24.61,60,1.074,70,1.5,Specific Gravity,All Grain,0.35,20,N/A,N/A,
8775,Banyai Chocolate Cherry Wheat 11014,/homebrew/recipe/view/97110/banyai-chocolate-cherry-wheat-11014,American Wheat or Rye Beer,15,11.36,1.049,1.014,4.63,24.24,3.47,11.36,60,1.049,35,N/A,Specific Gravity,extract,N/A,20,N/A,N/A,
8776,The Bulge,/homebrew/recipe/view/249714/the-bulge,Specialty IPA: Belgian IPA,147,18.93,1.078,1.02,7.52,162.99,6.61,26.5,60,1.056,70,1.5,Specific Gravity,All Grain,1,20,N/A,N/A,33655
8777,Fullers London Porter,/homebrew/recipe/view/221586/fullers-london-porter,Baltic Porter,19,23,1.052,1.013,5.1,26.62,26.58,28.5,60,1.042,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
8778,AmBarWin,/homebrew/recipe/view/150705/ambarwin,American Barleywine,5,18.93,1.103,1.024,10.31,118.07,16.42,15.14,65,1.128,35,N/A,Specific Gravity,extract,1,21.11,N/A,N/A,30580
8779,Smash The Otter,/homebrew/recipe/view/448949/smash-the-otter,Ordinary Bitter,118,22,1.047,1.011,4.67,25.61,5.73,23,60,1.045,65,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A,
8780,BradleighBoo Hair I Do  IPA 2013 New Hops...,/homebrew/recipe/view/60366/bradleighboo-hair-i-do-ipa-2013-new-hops,American IPA,7,41.64,1.06,1.017,5.71,97.06,5.93,45.42,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,348
8781,Flogging Molly Irish Pale,/homebrew/recipe/view/328448/flogging-molly-irish-pale,Irish Red Ale,92,22.71,1.058,1.017,5.41,25.1,8.98,30.28,90,1.044,75,1.3,Specific Gravity,All Grain,N/A,20,N/A,N/A,
8782,Autumn #01 - FH Harvest,/homebrew/recipe/view/69376/autumn-01-fh-harvest,Bire de Garde,29,20.82,1.052,1.016,4.9,23.43,17.18,22.71,60,1.048,35,N/A,Specific Gravity,extract,0.35,23.89,N/A,N/A,16239
8783,Flanders Red Ale,/homebrew/recipe/view/202512/flanders-red-ale,Flanders Red Ale,71,18.93,1.068,1.017,6.7,23.62,14.98,22.71,60,1.057,75,1.33,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8784,Graham Cracker Ale,/homebrew/recipe/view/209937/graham-cracker-ale,American Brown Ale,6,18.93,1.055,1.015,5.18,35.05,20.64,22.71,60,1.046,75,1.75,Specific Gravity,All Grain,2,18.33,N/A,N/A,
8785,Leftover Grains Kettle Sour with Cherries an...,/homebrew/recipe/view/318252/leftover-grains-kettle-sour-with-cherries-and-nelson,Mixed-Fermentation Sour Beer,106,12.49,1.049,1.012,4.92,13.99,12.1,15.14,60,1.035,59,2.3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8786,Napj Bogw - Nieziemskie IPA,/homebrew/recipe/view/207920/,American IPA,7,23,14.7109,2.9099,6.36,128.93,4.57,9,60,0,35,N/A,Plato,extract,N/A,20,Corn Sugar,140 g,
8787,It's after 8 somewhere,/homebrew/recipe/view/134706/it-s-after-8-somewhere,American Stout,12,3.79,1.066,1.018,6.19,63.23,34.56,7.57,60,1.033,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
8788,We Wish You A Milo Zekemas,/homebrew/recipe/view/80441/we-wish-you-a-milo-zekemas,Holiday/Winter Special Spiced Beer,85,18.93,1.067,1.017,6.63,40.52,23.57,11.36,60,1.112,35,N/A,Specific Gravity,extract,N/A,20,N/A,N/A,
8789,American DIPA,/homebrew/recipe/view/184383/american-dipa,Imperial IPA,86,17,1.069,1.01,7.66,81.14,11.33,26.1,60,1.041,70,2.5,Specific Gravity,All Grain,1,21,N/A,N/A,
8790,Stout 3,/homebrew/recipe/view/70729/stout-3,Sweet Stout,162,20.82,1.075,1.026,6.45,33.65,39.35,24.61,60,1.063,70,2,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8791,1 Gallon Imperial Cream Ale,/homebrew/recipe/view/378188/1-gallon-imperial-cream-ale,Cream Ale,45,3.79,1.069,1.016,6.98,17.63,3.62,5.68,60,1.046,70,1.4,Specific Gravity,All Grain,N/A,24.44,N/A,N/A,
8792,Ghost Rider All Gain,/homebrew/recipe/view/116831/ghost-rider-all-gain,American IPA,7,24,1.069,1.019,6.51,62.24,6.29,30,60,1.055,70,3,Specific Gravity,All Grain,N/A,20,N/A,N/A,22755
8793,Humla suse justert vann,/homebrew/recipe/view/40803/humla-suse-justert-vann,English IPA,65,25,1.068,1.017,7.08,108.21,9.94,28.5,90,1.06,70,2.5,Specific Gravity,All Grain,0.35,20,Sukker,86 g,
8794,Special K Honey Koelsch,/homebrew/recipe/view/215396/,Koelsch,94,21.77,1.044,1.008,4.65,23.86,3.6,26.5,90,1.036,60,N/A,Specific Gravity,BIAB,0.35,15.56,N/A,N/A,8444
8795,Hardcore IPA,/homebrew/recipe/view/319081/hardcore-ipa,American IPA,7,15,1.093,1.021,9.34,215.89,12.26,20,60,1.069,70,N/A,Specific Gravity,BIAB,N/A,18,sugar,6g/l,
8796,Red Head Ale,/homebrew/recipe/view/190064/red-head-ale,Irish Red Ale,92,18.93,1.065,1.016,6.34,0,11.69,18.93,60,N/A,75,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
8797,Amarillo Cascade IPA,/homebrew/recipe/view/417651/amarillo-cascade-ipa,American IPA,7,26,1.064,1.012,6.72,40.24,4.9,31.34,60,1.049,75,2.5,Specific Gravity,All Grain,0.35,18,N/A,N/A,69142
8798,Superbowl Special,/homebrew/recipe/view/104319/superbowl-special,Irish Red Ale,92,19.87,1.052,1.012,5.2,28.53,17.32,25.55,90,1.04,54,1.5,Specific Gravity,All Grain,0.35,22.22,Dextrose,3 oz.,16202
8799,Honey Lemon Hefeweizen,/homebrew/recipe/view/231810/honey-lemon-hefeweizen,Weizen/Weissbier,170,19.68,1.097,1.025,10.38,44.29,6.81,18.93,60,1.101,35,N/A,Specific Gravity,Partial Mash,0.35,20,N/A,N/A,45284
8800,Au Bloc,/homebrew/recipe/view/38789/au-bloc,American Barleywine,5,24.61,1.106,1.029,10.18,153.84,11.15,29.34,90,N/A,75,N/A,Specific Gravity,All Grain,1.25,22.22,Corn Sugar,3.0 oz for 21 days,5385
8801,Black Buggy 4 Grain Lager,/homebrew/recipe/view/199574/black-buggy-4-grain-lager,Premium American Lager,124,20.82,1.053,1.012,5.29,19.19,3.93,18.93,60,1.058,60,N/A,Specific Gravity,All Grain,1.5,13.89,N/A,N/A,
8802,Pils,/homebrew/recipe/view/298646/pils,Czech Pale Lager,49,22.71,1.056,1.016,5.32,39.24,3.52,28.39,60,1.045,70,N/A,Specific Gravity,All Grain,1.5,8.89,N/A,N/A,
8803,Galaxy pale,/homebrew/recipe/view/412072/galaxy-pale,American Pale Ale,10,21,1.047,1.009,5.07,28.7,5.57,28.5,60,1.035,73,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A,
8804,Citra Pale at Lone Mountain Brewery 11/16...,/homebrew/recipe/view/182971/citra-pale-at-lone-mountain-brewery-11-16,American IPA,7,18.93,1.056,1.007,6.39,52.45,3.59,26.5,60,1.04,63,N/A,Specific Gravity,All Grain,N/A,18.33,N/A,N/A,19540
8805,One Eyed Willies 27 Degree Steam,/homebrew/recipe/view/25279/one-eyed-willies-27-degree-steam,California Common Beer,39,20.82,1.054,1.017,4.89,37.73,6.87,28.39,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8806,PopsBock,/homebrew/recipe/view/328398/popsbock,Doppelbock,54,22,1.078,1.012,8.69,22.97,14.34,28,60,1.062,66,N/A,Specific Gravity,BIAB,N/A,18,Brown Sugar,9,53774
8807,Red X,/homebrew/recipe/view/263903/red-x,American Amber Ale,4,24,1.052,1.01,5.44,40.61,13.29,26,60,1.048,70,N/A,Specific Gravity,BIAB,N/A,19,N/A,N/A,46204
8808,Kentucky Bourbon Barrel Ale,/homebrew/recipe/view/400097/kentucky-bourbon-barrel-ale,Wood-Aged Beer,176,28.39,1.082,1.019,8.28,18.72,11.3,39.75,60,1.059,73,1.3,Specific Gravity,All Grain,N/A,20,N/A,N/A,63068
8809,Hopping Spree Cascade,/homebrew/recipe/view/20487/hopping-spree-cascade,American IPA,7,25,1.066,1.016,6.45,122.76,9.02,25,90,1.066,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8810,????????1,/homebrew/recipe/view/281370/-1,Specialty Beer,145,21,1.065,1.02,5.98,17.36,3.24,21,90,1.065,35,N/A,Specific Gravity,extract,0.5,24,N/A,N/A,52420
8811,Epic Orcon Pale Ale,/homebrew/recipe/view/21289/epic-orcon-pale-ale,American IPA,7,21,1.061,1.016,5.95,42.42,9.12,25,60,N/A,65,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8812,BBB Reeses Stout,/homebrew/recipe/view/15161/bbb-reeses-stout,Specialty Beer,145,18.93,1.089,1.022,8.76,70.76,40,18.93,60,1.089,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,corn sugar,5 oz,
8813,DERTE Zombie Dust,/homebrew/recipe/view/190524/derte-zombie-dust,American Pale Ale,10,18.93,1.061,1.015,6,0,8.67,20.82,60,N/A,75,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
8814,A Satirical Ale (Celia and Alastair's weddin...,/homebrew/recipe/view/348497/a-satirical-ale-celia-and-alastair-s-wedding-beer-,British Golden Ale,35,25,1.04,1.007,4.28,44.05,5.55,32,60,1.031,82,N/A,Specific Gravity,BIAB,0.75,19,N/A,N/A,52625
8815,Mouth of Madness V Stout,/homebrew/recipe/view/189307/mouth-of-madness-v-stout,Dry Stout,58,18.93,1.05,1.028,2.88,0,37.76,26.5,90,N/A,82,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8816,Oktoberfest,/homebrew/recipe/view/300683/oktoberfest,Oktoberfest/Maerzen,115,19.87,1.053,1.013,5.24,17.24,10.35,24.61,60,1.043,70,3,Specific Gravity,All Grain,1.5,14.44,N/A,N/A,
8817,Simcoe pale ale,/homebrew/recipe/view/407949/simcoe-pale-ale,American Pale Ale,10,23,1.053,1.011,5.6,74.42,5.96,28.5,60,1.043,80,2.7,Specific Gravity,All Grain,N/A,20,N/A,N/A,
8818,Red X Irish Ale,/homebrew/recipe/view/230301/red-x-irish-ale,Irish Red Ale,92,45.42,1.056,1.016,5.3,28.85,12.97,51.1,60,1.05,70,1.5,Specific Gravity,All Grain,0.75,18.33,N/A,N/A,
8819,DEBS ROCKIN ROLLIN doin the HOP,/homebrew/recipe/view/100767/debs-rockin-rollin-doin-the-hop,American IPA,7,41.64,1.07,1.02,6.62,171.97,7.34,43.53,60,1.067,70,1,Specific Gravity,All Grain,0.75,24.72,N/A,N/A,348
8820,Hazy Daze NEIPA,/homebrew/recipe/view/445857/hazy-daze-neipa,American IPA,7,21,1.062,1.016,6.03,61.77,6.07,25,60,1.052,75,2.6,Specific Gravity,All Grain,0.35,19,N/A,N/A,
8821,Ubuntu Porter,/homebrew/recipe/view/105894/ubuntu-porter,Robust Porter,129,20.82,1.063,1.016,6.09,32.78,27.55,28.39,60,1.046,70,N/A,Specific Gravity,BIAB,0.75,17.78,N/A,N/A,
8822,Summer Ale 2014,/homebrew/recipe/view/137157/summer-ale-2014,Blonde Ale,30,23,1.049,1.012,4.79,33.22,3.2,28,75,1.04,71,N/A,Specific Gravity,BIAB,1,21,N/A,N/A,24048
8823,Munchner Helles,/homebrew/recipe/view/307467/munchner-helles,Festbier,69,20.82,1.063,1.018,6,22.9,5.78,28.39,60,1.047,70,1.5,Specific Gravity,All Grain,N/A,12.78,N/A,N/A,
8824,N.Nectar Clone,/homebrew/recipe/view/57128/n-nectar-clone,N/A,111,20.82,1.079,1.019,7.94,94.64,14.17,28.39,90,N/A,72,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A,15452
8825,Jet Black Pope Porter,/homebrew/recipe/view/386608/jet-black-pope-porter,American Porter,11,22.71,1.123,1.033,11.93,74.53,40.23,34.07,60,1.082,90,1.25,Specific Gravity,All Grain,N/A,18.89,N/A,N/A,
8826,Jim's Denny's Vanilla Bourbon Porter,/homebrew/recipe/view/204342/jim-s-denny-s-vanilla-bourbon-porter,Robust Porter,129,23,1.08,1.019,7.93,40.79,40.29,28.7,60,1.064,70,2.5,Specific Gravity,All Grain,1,N/A,N/A,N/A,41262
8827,Bredgatan #6 Torpeden!,/homebrew/recipe/view/94035/bredgatan-6-torpeden-,American IPA,7,10,1.067,1.019,6.33,78.24,11.92,13,90,1.052,55,4.5,Specific Gravity,All Grain,0.35,20,N/A,N/A,21294
8828,Red Lager,/homebrew/recipe/view/221555/red-lager,Specialty Beer,145,23,1.052,1.009,5.61,20.51,10.32,26,60,1.046,70,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
8829,Baldys bitter orange porter,/homebrew/recipe/view/261244/baldys-bitter-orange-porter,Robust Porter,129,23,1.065,1.016,6.38,37.71,32.82,28.5,60,1.052,55,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,49740
8830,Rose Hips Weizenbier,/homebrew/recipe/view/134529/rose-hips-weizenbier,Weizen/Weissbier,170,20.82,1.066,1.017,6.54,18.68,9.49,26.5,60,1.052,70,N/A,Specific Gravity,All Grain,N/A,18.33,N/A,N/A,14852
8831,Celebratin',/homebrew/recipe/view/79245/celebratin-,American IPA,7,20.82,1.07,1.017,7.05,66.64,9.63,28.39,90,1.052,75,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A,
8832,18 Harvest Red Ale II,/homebrew/recipe/view/181645/18-harvest-red-ale-ii,American Amber Ale,4,14.2,1.057,1.013,5.72,46.94,17.62,19.68,60,1.041,70,1.45,Specific Gravity,All Grain,0.35,19.44,N/A,N/A,32203
8833,7 Fjell - Rundemanen Rye Stout,/homebrew/recipe/view/230548/7-fjell-rundemanen-rye-stout,Foreign Extra Stout,72,9.8,1.059,1.013,6.1,60.29,37.97,15.9,90,1.036,68,N/A,Specific Gravity,All Grain,0.75,18,N/A,N/A,25404
8834,557 Midnight Oatmeal Stout,/homebrew/recipe/view/166319/557-midnight-oatmeal-stout,Oatmeal Stout,114,20.82,1.06,1.017,5.6,37.06,31.93,28.39,60,1.044,70,2,Specific Gravity,All Grain,0.75,20,Forced,N/A,15289
8835,20 minute ale,/homebrew/recipe/view/218289/20-minute-ale,American Amber Ale,4,18.93,1.058,1.016,5.55,60.92,15.52,19.68,20,1.056,35,N/A,Specific Gravity,extract,N/A,20,N/A,N/A,
8836,Spite Row Milk Stout,/homebrew/recipe/view/316341/spite-row-milk-stout,Sweet Stout,162,18,1.059,1.019,5.29,31.03,35.96,21,60,1.051,74,N/A,Specific Gravity,BIAB,0.35,20,Corn sugar,N/A,
8837,Black F-ryeday (Wookey Jack),/homebrew/recipe/view/262079/black-f-ryeday-wookey-jack-,Specialty IPA: Black IPA,148,20.82,1.078,1.014,8.45,81.17,36.68,25.55,60,1.059,65,1.3,Specific Gravity,All Grain,1.25,18.89,keg,N/A,17196
